Year,Month,Community,Total Complaints,Total Number of Callers,data_loaded_at
2022,12,Brisbane,360,10,2023/09/01 04:13:58 PM
2022,5,Palo Alto,"26,075",113,2023/09/01 04:13:58 PM
2021,2,Woodside,"1,240",6,2023/09/01 04:13:58 PM
2021,5,Foster City,385,8,2023/09/01 04:13:58 PM
2020,12,Brisbane,377,17,2023/09/01 04:13:58 PM
2021,6,Mountain View,"2,515",21,2023/09/01 04:13:58 PM
2020,8,Emerald Hills,"2,720",8,2023/09/01 04:13:58 PM
2020,10,Emerald Hills,"2,981",7,2023/09/01 04:13:58 PM
2023,1,Los Gatos,"2,288",31,2023/09/01 04:13:58 PM
2021,10,Soquel,"7,524",42,2023/09/01 04:13:58 PM
2022,7,Mountain View,"3,036",19,2023/09/01 04:13:58 PM
2021,2,South San Francisco,11,4,2023/09/01 04:13:58 PM
2020,12,Redwood City,"3,315",4,2023/09/01 04:13:58 PM
2021,6,San Jose,1,1,2023/09/01 04:13:58 PM
2020,3,Moraga,"1,001",5,2023/09/01 04:13:58 PM
2020,2,Mountain View,"1,965",18,2023/09/01 04:13:58 PM
2020,8,Soquel,"4,229",45,2023/09/01 04:13:58 PM
2020,10,Brisbane,508,10,2023/09/01 04:13:58 PM
2020,1,Daly City,"1,169",8,2023/09/01 04:13:58 PM
2020,1,Pacifica,"2,578",27,2023/09/01 04:13:58 PM
2023,1,Los Altos,"7,149",52,2023/09/01 04:13:58 PM
2023,1,Atherton,33,4,2023/09/01 04:13:58 PM
2023,2,Ben Lomond,13,2,2023/09/01 04:13:58 PM
2022,6,Los Altos,"11,346",54,2023/09/01 04:13:58 PM
2022,6,Emerald Hills,464,3,2023/09/01 04:13:58 PM
2022,6,Menlo Park,"2,026",11,2023/09/01 04:13:58 PM
2021,9,Oakland,"2,948",13,2023/09/01 04:13:58 PM
2021,10,San Francisco,"2,776",22,2023/09/01 04:13:58 PM
2021,11,Emerald Hills,827,6,2023/09/01 04:13:58 PM
2022,2,South San Francisco,64,10,2023/09/01 04:13:58 PM
2022,8,Portola Valley,"17,979",20,2023/09/01 04:13:58 PM
2022,2,Foster City,25,5,2023/09/01 04:13:58 PM
2022,3,Capitola,79,5,2023/09/01 04:13:58 PM
2022,8,San Bruno,"1,052",9,2023/09/01 04:13:58 PM
2022,10,Los Gatos,"6,227",39,2023/09/01 04:13:58 PM
2020,7,Los Gatos,"7,298",70,2023/09/01 04:13:58 PM
2023,4,San Francisco,743,11,2023/09/01 04:13:58 PM
2023,5,Portola Valley,"18,192",19,2023/09/01 04:13:58 PM
2023,6,Soquel,"2,986",25,2023/09/01 04:13:58 PM
2022,4,Boulder Creek,18,2,2023/09/01 04:13:58 PM
2021,10,Los Altos Hills,"1,728",15,2023/09/01 04:13:58 PM
2021,12,Sunnyvale,285,4,2023/09/01 04:13:58 PM
2022,2,Stanford,529,3,2023/09/01 04:13:58 PM
2022,11,Oakland,"3,210",10,2023/09/01 04:13:58 PM
2022,2,Atherton,12,2,2023/09/01 04:13:58 PM
2019,10,Aptos,105,7,2023/09/01 04:13:58 PM
2019,12,Belmont,194,5,2023/09/01 04:13:58 PM
2019,12,Carmel Valley,26,2,2023/09/01 04:13:58 PM
2021,3,Moraga,443,8,2023/09/01 04:13:58 PM
2021,5,Hillsborough,7,2,2023/09/01 04:13:58 PM
2020,9,Brisbane,366,9,2023/09/01 04:13:58 PM
2019,9,Ben Lomond,26,6,2023/09/01 04:13:58 PM
2019,11,Orinda,60,2,2023/09/01 04:13:58 PM
2020,12,Boulder Creek,2,1,2023/09/01 04:13:58 PM
2021,4,Moraga,535,7,2023/09/01 04:13:58 PM
2021,3,Pacifica,804,12,2023/09/01 04:13:58 PM
2021,4,Stanford,551,4,2023/09/01 04:13:58 PM
2021,5,San Carlos,91,2,2023/09/01 04:13:58 PM
2021,8,Woodside,"1,504",6,2023/09/01 04:13:58 PM
2020,2,Morgan Hill,9,2,2023/09/01 04:13:58 PM
2020,2,Redwood City,"1,291",10,2023/09/01 04:13:58 PM
2020,3,El Granada,"1,098",2,2023/09/01 04:13:58 PM
2020,4,Stanford,314,3,2023/09/01 04:13:58 PM
2020,9,Stanford,189,3,2023/09/01 04:13:58 PM
2020,9,San Bruno,70,5,2023/09/01 04:13:58 PM
2020,1,Felton,450,11,2023/09/01 04:13:58 PM
2020,1,Kensington,3,1,2023/09/01 04:13:58 PM
2023,1,Richmond,251,3,2023/09/01 04:13:58 PM
2023,4,Felton,107,3,2023/09/01 04:13:58 PM
2023,6,San Bruno,378,9,2023/09/01 04:13:58 PM
2021,11,Brisbane,188,11,2023/09/01 04:13:58 PM
2022,8,Emerald Hills,633,6,2023/09/01 04:13:58 PM
2020,7,Emerald Hills,"1,021",7,2023/09/01 04:13:58 PM
2020,8,San Carlos,117,2,2023/09/01 04:13:58 PM
2020,11,Burlingame,2,2,2023/09/01 04:13:58 PM
2020,11,San Ramon,4,1,2023/09/01 04:13:58 PM
2023,3,Ben Lomond,16,2,2023/09/01 04:13:58 PM
2023,3,Brisbane,277,11,2023/09/01 04:13:58 PM
2023,2,Boulder Creek,1,1,2023/09/01 04:13:58 PM
2022,5,Richmond,186,4,2023/09/01 04:13:58 PM
2021,12,Atherton,20,5,2023/09/01 04:13:58 PM
2021,11,Burlingame,6,4,2023/09/01 04:13:58 PM
2022,2,Capitola,29,3,2023/09/01 04:13:58 PM
2022,8,Stanford,688,4,2023/09/01 04:13:58 PM
2022,9,Brisbane,350,14,2023/09/01 04:13:58 PM
2022,11,Woodside,"1,379",6,2023/09/01 04:13:58 PM
2020,4,Boulder Creek,13,5,2023/09/01 04:13:58 PM
2023,6,Montara,572,2,2023/09/01 04:13:58 PM
2022,12,Watsonville,77,1,2023/09/01 04:13:58 PM
2019,10,Cupertino,238,2,2023/09/01 04:13:58 PM
2019,11,Half Moon,15,4,2023/09/01 04:13:58 PM
2019,9,West Menlo Park,1,1,2023/09/01 04:13:58 PM
2021,4,San Carlos,111,2,2023/09/01 04:13:58 PM
2021,5,La Honda,2,1,2023/09/01 04:13:58 PM
2019,11,Felton,672,8,2023/09/01 04:13:58 PM
2021,3,Sunnyvale,57,1,2023/09/01 04:13:58 PM
2021,8,Boulder Creek,40,3,2023/09/01 04:13:58 PM
2020,3,La Selva Beach,4,1,2023/09/01 04:13:58 PM
2020,5,Berkeley,529,5,2023/09/01 04:13:58 PM
2020,6,Montara,110,1,2023/09/01 04:13:58 PM
2020,6,Hayward,228,2,2023/09/01 04:13:58 PM
2020,11,Saratoga,86,1,2023/09/01 04:13:58 PM
2020,1,Saratoga,327,4,2023/09/01 04:13:58 PM
2023,5,Moraga,75,2,2023/09/01 04:13:58 PM
2022,5,La Honda,2,1,2023/09/01 04:13:58 PM
2021,7,Boulder Creek,16,3,2023/09/01 04:13:58 PM
2020,2,Watsonville,197,1,2023/09/01 04:13:58 PM
2020,2,Hercules,1,1,2023/09/01 04:13:58 PM
2020,7,Burlingame,1,1,2023/09/01 04:13:58 PM
2020,11,Moraga,190,5,2023/09/01 04:13:58 PM
2020,1,Aptos,188,8,2023/09/01 04:13:58 PM
2021,9,Woodside,"1,350",5,2023/09/01 04:13:58 PM
2021,12,Burlingame,3,3,2023/09/01 04:13:58 PM
2022,1,Belmont,5,3,2023/09/01 04:13:58 PM
2022,1,East Palo Alto,14,1,2023/09/01 04:13:58 PM
2022,3,Moraga,164,3,2023/09/01 04:13:58 PM
2023,6,Atherton,258,2,2023/09/01 04:13:58 PM
2022,5,San Carlos,120,3,2023/09/01 04:13:58 PM
2021,12,Cupertino,"1,286",1,2023/09/01 04:13:58 PM
2022,6,Daly City,"1,674",8,2023/09/01 04:13:58 PM
2022,12,Hayward,5,1,2023/09/01 04:13:58 PM
2019,9,Union City,356,1,2023/09/01 04:13:58 PM
2019,11,Cupertino,406,1,2023/09/01 04:13:58 PM
2019,8,East Palo Alto,70,2,2023/09/01 04:13:58 PM
2019,12,Penngrove,11,1,2023/09/01 04:13:58 PM
2019,11,Moraga,355,4,2023/09/01 04:13:58 PM
2020,10,Ben Lomond,2,2,2023/09/01 04:13:58 PM
2021,4,Lafayette,1,1,2023/09/01 04:13:58 PM
2021,3,Hayward,64,1,2023/09/01 04:13:58 PM
2021,3,Half Moon,7,1,2023/09/01 04:13:58 PM
2021,7,Hayward,37,1,2023/09/01 04:13:58 PM
2021,6,Ben Lomond,3,1,2023/09/01 04:13:58 PM
2020,3,Fremont,47,1,2023/09/01 04:13:58 PM
2023,6,Alameda,1,1,2023/09/01 04:13:58 PM
2022,5,Orinda,27,1,2023/09/01 04:13:58 PM
2022,9,Watsonville,75,1,2023/09/01 04:13:58 PM
2019,12,Kensington,3,1,2023/09/01 04:13:58 PM
2023,2,Richmond,241,3,2023/09/01 04:13:58 PM
2022,3,San Carlos,91,4,2023/09/01 04:13:58 PM
2022,10,Castro Valley,17,2,2023/09/01 04:13:58 PM
2021,3,Carmel Valley,13,1,2023/09/01 04:13:58 PM
2020,9,Cupertino,16,1,2023/09/01 04:13:58 PM
2022,1,Stanford,807,4,2023/09/01 04:13:58 PM
2022,8,Union City,478,1,2023/09/01 04:13:58 PM
2023,5,El Granada,"1,299",1,2023/09/01 04:13:58 PM
2019,9,Richmond,"3,057",3,2023/09/01 04:13:58 PM
2019,10,Bonny Doon,49,2,2023/09/01 04:13:58 PM
2019,9,Watsonville,156,1,2023/09/01 04:13:58 PM
2021,3,Woodside,"1,334",5,2023/09/01 04:13:58 PM
2019,11,Fremont,183,1,2023/09/01 04:13:58 PM
2021,1,Ben Lomond,2,1,2023/09/01 04:13:58 PM
2020,4,Alameda,1,1,2023/09/01 04:13:58 PM
2020,4,Ben Lomond,10,1,2023/09/01 04:13:58 PM
2020,6,Belmont,76,2,2023/09/01 04:13:58 PM
2020,9,San Carlos,132,2,2023/09/01 04:13:58 PM
2023,3,Belmont,151,3,2023/09/01 04:13:58 PM
2021,4,Aptos,7,1,2023/09/01 04:13:58 PM
2020,2,Ben Lomond,10,2,2023/09/01 04:13:58 PM
2020,1,Hayward,139,1,2023/09/01 04:13:58 PM
2020,2,Half Moon,1,1,2023/09/01 04:13:58 PM
2023,4,Foster City,322,5,2023/09/01 04:13:58 PM
2021,9,Aptos,19,2,2023/09/01 04:13:58 PM
2022,1,Hillsborough,1,1,2023/09/01 04:13:58 PM
2022,8,Felton,125,2,2023/09/01 04:13:58 PM
2022,8,Alameda,7,2,2023/09/01 04:13:58 PM
2022,10,San Lorenzo,1,1,2023/09/01 04:13:58 PM
2022,8,Half Moon,1,1,2023/09/01 04:13:58 PM
2021,2,El Granada,409,1,2023/09/01 04:13:58 PM
2019,11,Penngrove,19,1,2023/09/01 04:13:58 PM
2019,8,Brookdale,1,1,2023/09/01 04:13:58 PM
2021,5,Fremont,71,1,2023/09/01 04:13:58 PM
2020,3,Bonny Doon,36,2,2023/09/01 04:13:58 PM
2020,3,Sunol,1,1,2023/09/01 04:13:58 PM
2020,4,Carmel Valley,16,2,2023/09/01 04:13:58 PM
2020,5,Bonny Doon,4,2,2023/09/01 04:13:58 PM
2023,6,Cupertino,261,1,2023/09/01 04:13:58 PM
2021,10,Berkeley,552,2,2023/09/01 04:13:58 PM
2022,6,Fremont,449,1,2023/09/01 04:13:58 PM
2022,7,Union City,"1,551",1,2023/09/01 04:13:58 PM
2023,6,Ben Lomond,6,1,2023/09/01 04:13:58 PM
2021,3,Burlingame,4,2,2023/09/01 04:13:58 PM
2021,3,Montara,195,1,2023/09/01 04:13:58 PM
2021,3,Aptos,6,2,2023/09/01 04:13:58 PM
2021,8,East Palo Alto,117,1,2023/09/01 04:13:58 PM
2020,8,Cupertino,37,2,2023/09/01 04:13:58 PM
2023,2,Watsonville,48,1,2023/09/01 04:13:58 PM
2022,6,Castro Valley,31,1,2023/09/01 04:13:58 PM
2023,5,Half Moon,2,2,2023/09/01 04:13:58 PM
2022,9,Fremont,245,1,2023/09/01 04:13:58 PM
2020,11,South San Francisco,1,1,2023/09/01 04:13:58 PM
2022,9,Castro Valley,15,1,2023/09/01 04:13:58 PM
2020,5,La Selva Beach,1,1,2023/09/01 04:13:58 PM
2019,12,Cupertino,"1,536",1,2023/09/01 04:13:58 PM
2020,4,Santa Clara,1,1,2023/09/01 04:13:58 PM
2023,2,East Palo Alto,3,1,2023/09/01 04:13:58 PM
2023,2,Castro Valley,13,1,2023/09/01 04:13:58 PM
2022,4,Half Moon,2,1,2023/09/01 04:13:58 PM
2020,8,Carmel Valley,10,1,2023/09/01 04:13:58 PM
2020,8,Penngrove,12,1,2023/09/01 04:13:58 PM
2023,3,Boulder Creek,2,2,2023/09/01 04:13:58 PM
2022,1,Castro Valley,36,1,2023/09/01 04:13:58 PM
2022,8,Boulder Creek,2,2,2023/09/01 04:13:58 PM
2019,10,Oakland,"6,139",27,2023/09/01 04:13:58 PM
2019,8,Ben Lomond,48,5,2023/09/01 04:13:58 PM
2020,10,Alameda,35,1,2023/09/01 04:13:58 PM
2019,10,Soquel,"8,579",61,2023/09/01 04:13:58 PM
2019,10,Redwood City,"1,391",11,2023/09/01 04:13:58 PM
2019,9,Orinda,117,2,2023/09/01 04:13:58 PM
2019,9,Boulder Creek,168,11,2023/09/01 04:13:58 PM
2019,8,Union City,339,1,2023/09/01 04:13:58 PM
2019,8,Danville,1,1,2023/09/01 04:13:58 PM
2019,12,Los Altos,"13,459",95,2023/09/01 04:13:58 PM
2019,11,Stanford,"1,060",4,2023/09/01 04:13:58 PM
2021,2,Los Altos,"8,640",66,2023/09/01 04:13:58 PM
2021,1,Daly City,"1,122",8,2023/09/01 04:13:58 PM
2020,4,Los Altos Hills,"3,138",22,2023/09/01 04:13:58 PM
2019,8,San Mateo,"1,079",24,2023/09/01 04:13:58 PM
2019,9,El Granada,843,2,2023/09/01 04:13:58 PM
2019,12,Daly City,"1,057",12,2023/09/01 04:13:58 PM
2020,10,Mountain View,"1,936",18,2023/09/01 04:13:58 PM
2021,2,Mountain View,"1,943",18,2023/09/01 04:13:58 PM
2021,1,Mountain View,"2,496",19,2023/09/01 04:13:58 PM
2021,3,Mountain View,"2,464",19,2023/09/01 04:13:58 PM
2021,4,South San Francisco,27,9,2023/09/01 04:13:58 PM
2021,4,Watsonville,98,1,2023/09/01 04:13:58 PM
2021,4,Carmel Valley,1,1,2023/09/01 04:13:58 PM
2021,3,Stanford,308,4,2023/09/01 04:13:58 PM
2021,6,Oakland,"4,164",15,2023/09/01 04:13:58 PM
2021,7,Los Gatos,"8,639",60,2023/09/01 04:13:58 PM
2021,7,Capitola,826,10,2023/09/01 04:13:58 PM
2021,7,Millbrae,37,30,2023/09/01 04:13:58 PM
2021,8,Castro Valley,13,3,2023/09/01 04:13:58 PM
2021,8,Los Altos Hills,"1,584",15,2023/09/01 04:13:58 PM
2020,4,El Granada,214,2,2023/09/01 04:13:58 PM
2020,5,Stanford,297,3,2023/09/01 04:13:58 PM
2020,9,El Granada,541,1,2023/09/01 04:13:58 PM
2020,9,Saratoga,136,2,2023/09/01 04:13:58 PM
2020,9,Hayward,72,1,2023/09/01 04:13:58 PM
2023,3,Menlo Park,"1,539",15,2023/09/01 04:13:58 PM
2023,3,San Bruno,681,6,2023/09/01 04:13:58 PM
2023,5,Atherton,305,2,2023/09/01 04:13:58 PM
2021,10,Capitola,391,8,2023/09/01 04:13:58 PM
2021,12,Daly City,"2,473",9,2023/09/01 04:13:58 PM
2022,2,Daly City,"1,408",7,2023/09/01 04:13:58 PM
2020,3,Oakland,"6,708",23,2023/09/01 04:13:58 PM
2020,2,Carmel Valley,39,2,2023/09/01 04:13:58 PM
2020,4,Los Altos,"6,706",94,2023/09/01 04:13:58 PM
2020,5,Portola Valley,"17,344",27,2023/09/01 04:13:58 PM
2020,7,Orinda,16,1,2023/09/01 04:13:58 PM
2023,5,Los Altos,"10,671",48,2023/09/01 04:13:58 PM
2023,6,San Francisco,"2,451",14,2023/09/01 04:13:58 PM
2023,6,Portola Valley,"4,862",22,2023/09/01 04:13:58 PM
2022,3,Redwood City,"1,006",8,2023/09/01 04:13:58 PM
2021,11,Scotts Valley,"6,007",37,2023/09/01 04:13:58 PM
2021,12,Millbrae,17,8,2023/09/01 04:13:58 PM
2021,12,Belmont,11,2,2023/09/01 04:13:58 PM
2021,12,Woodside,"1,723",7,2023/09/01 04:13:58 PM
2019,8,Mountain View,"5,011",38,2023/09/01 04:13:58 PM
2020,12,South San Francisco,11,7,2023/09/01 04:13:58 PM
2021,5,Scotts Valley,"5,352",44,2023/09/01 04:13:58 PM
2021,7,Palo Alto,"26,835",130,2023/09/01 04:13:58 PM
2021,7,Berkeley,207,2,2023/09/01 04:13:58 PM
2021,7,Oakland,"3,038",17,2023/09/01 04:13:58 PM
2021,8,Los Gatos,"8,012",59,2023/09/01 04:13:58 PM
2020,2,Pacifica,"2,331",24,2023/09/01 04:13:58 PM
2020,3,Pacifica,"2,792",24,2023/09/01 04:13:58 PM
2020,3,Sonoma,1,1,2023/09/01 04:13:58 PM
2020,3,Daly City,"1,337",9,2023/09/01 04:13:58 PM
2020,5,Redwood City,545,11,2023/09/01 04:13:58 PM
2020,7,East Palo Alto,292,3,2023/09/01 04:13:58 PM
2020,6,Palo Alto,"19,745",159,2023/09/01 04:13:58 PM
2020,7,San Carlos,77,2,2023/09/01 04:13:58 PM
2023,4,Mountain View,"1,984",15,2023/09/01 04:13:58 PM
2022,3,Mountain View,"2,595",22,2023/09/01 04:13:58 PM
2022,4,San Carlos,133,2,2023/09/01 04:13:58 PM
2021,12,Soquel,"4,227",38,2023/09/01 04:13:58 PM
2021,12,Los Altos,"12,076",58,2023/09/01 04:13:58 PM
2022,6,San Mateo,953,9,2023/09/01 04:13:58 PM
2022,9,Los Altos Hills,"1,483",12,2023/09/01 04:13:58 PM
2022,10,Capitola,43,4,2023/09/01 04:13:58 PM
2019,12,Atherton,998,5,2023/09/01 04:13:58 PM
2021,3,Los Altos Hills,"1,833",22,2023/09/01 04:13:58 PM
2021,6,Los Gatos,"8,520",57,2023/09/01 04:13:58 PM
2021,7,Redwood City,"1,367",6,2023/09/01 04:13:58 PM
2021,8,Stanford,589,3,2023/09/01 04:13:58 PM
2020,7,Brisbane,287,7,2023/09/01 04:13:58 PM
2020,7,Felton,347,6,2023/09/01 04:13:58 PM
2020,6,Los Gatos,"7,082",71,2023/09/01 04:13:58 PM
2020,6,San Mateo,799,10,2023/09/01 04:13:58 PM
2020,7,Richmond,"2,187",4,2023/09/01 04:13:58 PM
2020,8,Santa Cruz,"10,862",79,2023/09/01 04:13:58 PM
2020,9,Portola Valley,"10,484",23,2023/09/01 04:13:58 PM
2020,11,Brisbane,428,12,2023/09/01 04:13:58 PM
2020,9,Los Altos Hills,"1,762",22,2023/09/01 04:13:58 PM
2019,12,Burlingame,77,5,2023/09/01 04:13:58 PM
2023,1,Capitola,41,3,2023/09/01 04:13:58 PM
2023,4,Los Altos Hills,"1,113",8,2023/09/01 04:13:58 PM
2023,5,Woodside,"1,612",7,2023/09/01 04:13:58 PM
2022,3,Scotts Valley,"5,094",31,2023/09/01 04:13:58 PM
2022,4,San Francisco,"2,197",21,2023/09/01 04:13:58 PM
2022,4,Woodside,"1,770",5,2023/09/01 04:13:58 PM
2022,4,Mountain View,"2,730",21,2023/09/01 04:13:58 PM
2022,5,Capitola,114,5,2023/09/01 04:13:58 PM
2021,9,Palo Alto,"26,767",134,2023/09/01 04:13:58 PM
2021,8,Aptos,21,4,2023/09/01 04:13:58 PM
2021,12,Stanford,772,4,2023/09/01 04:13:58 PM
2021,12,Pacifica,"1,307",21,2023/09/01 04:13:58 PM
2022,1,Los Altos,"9,396",53,2023/09/01 04:13:58 PM
2022,2,Portola Valley,"13,735",19,2023/09/01 04:13:58 PM
2022,6,Half Moon,1,1,2023/09/01 04:13:58 PM
2022,7,Cupertino,58,1,2023/09/01 04:13:58 PM
2022,9,Pacifica,845,16,2023/09/01 04:13:58 PM
2022,10,Mountain View,"2,752",18,2023/09/01 04:13:58 PM
2022,10,Sunnyvale,4,1,2023/09/01 04:13:58 PM
2022,11,Pacifica,718,15,2023/09/01 04:13:58 PM
2020,11,Soquel,"4,485",40,2023/09/01 04:13:58 PM
2022,4,Emerald Hills,927,4,2023/09/01 04:13:58 PM
2021,9,Santa Clara,1,1,2023/09/01 04:13:58 PM
2022,6,Boulder Creek,6,2,2023/09/01 04:13:58 PM
2022,9,Palo Alto,"24,270",115,2023/09/01 04:13:58 PM
2022,2,Berkeley,180,1,2023/09/01 04:13:58 PM
2022,10,Los Altos Hills,"1,251",11,2023/09/01 04:13:58 PM
2020,3,Woodside,"1,486",8,2023/09/01 04:13:58 PM
2020,3,San Bruno,338,7,2023/09/01 04:13:58 PM
2020,10,Aptos,12,3,2023/09/01 04:13:58 PM
2022,6,Oakland,"3,472",15,2023/09/01 04:13:58 PM
2021,6,Santa Cruz,"12,260",74,2023/09/01 04:13:58 PM
2020,7,Woodside,954,6,2023/09/01 04:13:58 PM
2019,11,Soquel,"7,734",61,2023/09/01 04:13:58 PM
2020,1,Los Altos Hills,"11,675",24,2023/09/01 04:13:58 PM
2023,4,Los Gatos,"4,117",33,2023/09/01 04:13:58 PM
2022,5,Scotts Valley,"5,993",32,2023/09/01 04:13:58 PM
2022,5,Brisbane,300,14,2023/09/01 04:13:58 PM
2023,1,San Bruno,"1,039",7,2023/09/01 04:13:58 PM
2021,10,Santa Cruz,"15,249",67,2023/09/01 04:13:58 PM
2021,10,Menlo Park,"1,816",15,2023/09/01 04:13:58 PM
2021,11,Foster City,28,7,2023/09/01 04:13:58 PM
2021,12,Oakland,"3,895",14,2023/09/01 04:13:58 PM
2022,1,Pacifica,"1,057",14,2023/09/01 04:13:58 PM
2022,7,Pacifica,750,12,2023/09/01 04:13:58 PM
2022,7,Millbrae,8,2,2023/09/01 04:13:58 PM
2022,8,South San Francisco,"3,982",6,2023/09/01 04:13:58 PM
2022,10,Ben Lomond,11,2,2023/09/01 04:13:58 PM
2020,7,Scotts Valley,"3,701",46,2023/09/01 04:13:58 PM
2021,10,Los Altos,"13,222",68,2023/09/01 04:13:58 PM
2021,10,Daly City,"2,175",7,2023/09/01 04:13:58 PM
2021,9,Scotts Valley,"5,695",46,2023/09/01 04:13:58 PM
2022,8,Menlo Park,"1,954",15,2023/09/01 04:13:58 PM
2022,8,Moraga,171,3,2023/09/01 04:13:58 PM
2022,2,Palo Alto,"19,542",102,2023/09/01 04:13:58 PM
2022,8,Pacifica,"1,131",14,2023/09/01 04:13:58 PM
2022,12,San Bruno,771,8,2023/09/01 04:13:58 PM
2021,2,Watsonville,75,1,2023/09/01 04:13:58 PM
2020,7,Penngrove,8,1,2023/09/01 04:13:58 PM
2019,9,Belmont,265,4,2023/09/01 04:13:58 PM
2019,11,Bonny Doon,30,2,2023/09/01 04:13:58 PM
2021,1,Hayward,121,1,2023/09/01 04:13:58 PM
2021,4,Menlo Park,764,10,2023/09/01 04:13:58 PM
2021,8,Berkeley,517,2,2023/09/01 04:13:58 PM
2020,4,Berkeley,617,7,2023/09/01 04:13:58 PM
2020,5,Boulder Creek,1,1,2023/09/01 04:13:58 PM
2020,8,Aptos,76,5,2023/09/01 04:13:58 PM
2020,8,Menlo Park,"1,395",18,2023/09/01 04:13:58 PM
2020,9,Daly City,747,6,2023/09/01 04:13:58 PM
2020,9,Mountain View,"1,561",14,2023/09/01 04:13:58 PM
2020,10,Woodside,"1,247",5,2023/09/01 04:13:58 PM
2020,1,Moraga,523,4,2023/09/01 04:13:58 PM
2023,3,East Palo Alto,2,1,2023/09/01 04:13:58 PM
2023,2,San Francisco,"1,678",14,2023/09/01 04:13:58 PM
2023,2,Atherton,23,4,2023/09/01 04:13:58 PM
2023,5,Emerald Hills,"1,000",8,2023/09/01 04:13:58 PM
2022,1,Felton,72,3,2023/09/01 04:13:58 PM
2021,3,Emerald Hills,811,5,2023/09/01 04:13:58 PM
2020,3,Atherton,"1,960",5,2023/09/01 04:13:58 PM
2023,6,Woodside,"1,814",6,2023/09/01 04:13:58 PM
2022,4,El Granada,817,1,2023/09/01 04:13:58 PM
2021,11,Atherton,631,6,2023/09/01 04:13:58 PM
2021,12,El Granada,885,1,2023/09/01 04:13:58 PM
2021,12,Castro Valley,32,2,2023/09/01 04:13:58 PM
2022,2,San Carlos,67,4,2023/09/01 04:13:58 PM
2022,9,Capitola,462,4,2023/09/01 04:13:58 PM
2022,10,Atherton,216,3,2023/09/01 04:13:58 PM
2020,12,Orinda,3,1,2023/09/01 04:13:58 PM
2023,5,Los Altos Hills,"1,230",11,2023/09/01 04:13:58 PM
2021,11,Ben Lomond,6,2,2023/09/01 04:13:58 PM
2022,2,Alameda,13,2,2023/09/01 04:13:58 PM
2022,6,Burlingame,15,3,2023/09/01 04:13:58 PM
2020,6,Stanford,394,3,2023/09/01 04:13:58 PM
2022,12,Stanford,871,4,2023/09/01 04:13:58 PM
2019,9,Emerald Hills,"3,968",7,2023/09/01 04:13:58 PM
2019,10,Penngrove,45,1,2023/09/01 04:13:58 PM
2021,3,East Palo Alto,5,1,2023/09/01 04:13:58 PM
2021,2,Richmond,907,5,2023/09/01 04:13:58 PM
2021,2,Santa Clara,1,1,2023/09/01 04:13:58 PM
2021,2,East Palo Alto,6,1,2023/09/01 04:13:58 PM
2021,1,Boulder Creek,3,3,2023/09/01 04:13:58 PM
2020,12,Emerald Hills,764,6,2023/09/01 04:13:58 PM
2021,3,Fremont,23,1,2023/09/01 04:13:58 PM
2021,6,Montara,491,1,2023/09/01 04:13:58 PM
2020,11,Redwood City,"2,907",3,2023/09/01 04:13:58 PM
2020,11,Cupertino,174,2,2023/09/01 04:13:58 PM
2022,4,Moraga,290,3,2023/09/01 04:13:58 PM
2022,6,Montara,587,1,2023/09/01 04:13:58 PM
2021,7,South San Francisco,4,3,2023/09/01 04:13:58 PM
2020,8,East Palo Alto,352,3,2023/09/01 04:13:58 PM
2020,6,Saratoga,216,1,2023/09/01 04:13:58 PM
2020,6,Sunnyvale,139,6,2023/09/01 04:13:58 PM
2020,11,Castro Valley,2,1,2023/09/01 04:13:58 PM
2019,12,Alameda,106,5,2023/09/01 04:13:58 PM
2023,3,Castro Valley,15,1,2023/09/01 04:13:58 PM
2023,2,Carmel Valley,4,1,2023/09/01 04:13:58 PM
2023,6,Sout San Francisco,2,1,2023/09/01 04:13:58 PM
2022,1,Watsonville,105,1,2023/09/01 04:13:58 PM
2022,7,Berkeley,314,1,2023/09/01 04:13:58 PM
2022,11,Hillsborough,20,1,2023/09/01 04:13:58 PM
2022,11,San Carlos,50,3,2023/09/01 04:13:58 PM
2022,11,Walnut Creek,2,2,2023/09/01 04:13:58 PM
2020,6,South San Francisco,7,3,2023/09/01 04:13:58 PM
2023,6,Felton,107,3,2023/09/01 04:13:58 PM
2023,5,Boulder Creek,10,2,2023/09/01 04:13:58 PM
2022,5,Atherton,52,4,2023/09/01 04:13:58 PM
2021,2,Half Moon,3,2,2023/09/01 04:13:58 PM
2020,5,East Palo Alto,52,2,2023/09/01 04:13:58 PM
2019,12,Richmond,"4,037",6,2023/09/01 04:13:58 PM
2021,1,Fremont,14,1,2023/09/01 04:13:58 PM
2021,1,Penngrove,1,1,2023/09/01 04:13:58 PM
2020,12,Burlingame,23,1,2023/09/01 04:13:58 PM
2019,9,Penngrove,4,1,2023/09/01 04:13:58 PM
2021,3,Hillsborough,1,1,2023/09/01 04:13:58 PM
2021,6,San Carlos,80,2,2023/09/01 04:13:58 PM
2021,8,Felton,171,3,2023/09/01 04:13:58 PM
2020,11,Berkeley,533,4,2023/09/01 04:13:58 PM
2020,10,Moraga,286,5,2023/09/01 04:13:58 PM
2023,1,Fremont,74,1,2023/09/01 04:13:58 PM
2021,2,Foster City,7,2,2023/09/01 04:13:58 PM
